,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,director_name,actor_1_name,actor_2_name,actor_3_name,imdb_id
2927,11000000,Drama|Romance,http://www2.warnerbros.com/walktoremember/main.html,10229,based on novel|theatre group|theatre milieu|high school|cancer|coming of age|tragic love|teenager|star crossed lovers,en,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",33.283554,DiNovi Pictures,United States of America,2002,41227069,101,English,Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018,Adam Shankman,Shane West,Peter Coyote,Daryl Hannah,tt0281358
2928,11000000,Drama,,687,prison|rape|socially deprived family|penalty|death penalty|despair|therapist|self-discovery|prison cell|court case|time|forgiveness|rage and hate|unsociability|right and justice|court|electric chair|cowardliness,en,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,15.864928,Havoc,United States of America,1995,39363635,122,English,Released,,Dead Man Walking,7.3,337,Tim Robbins,Sean Penn,Robert Prosky,Raymond J. Barry,tt0112818
2929,10500000,Drama|Romance|Thriller,,796,upper class|sexual obsession|sex|bet|sadist|drug abuse|brother sister relationship|cynic|cocaine|virgin|manipulation|seduction|love letter|private school|innocent|addict|love|psychotherapy,en,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",23.449703,Columbia Pictures,United States of America,1999,75902208,97,Tiếng Việt,Released,"In the game of seduction, There is only one rule: Never fall in love.",Cruel Intentions,6.6,827,Roger Kumble,Ryan Phillippe,Reese Witherspoon,Selma Blair,tt0139134
2930,11000000,Horror|Mystery,http://www.saw6film.com/,22804,aftercreditsstinger,en,Saw VI,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",31.900899,Lionsgate,Australia,2009,68233629,90,English,Released,The Game Has Come Full Circle,Saw VI,6,722,Kevin Greutert,Costas Mandylor,Betsy Russell,Mark Rolston,tt1233227
2931,11000000,Comedy,,10156,moses|roman empire|music|stone age|music,en,History of the World: Part I,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",14.282314,Twentieth Century Fox Film Corporation,United States of America,1981,31672907,92,Français,Released,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",History of the World: Part I,6.5,204,Mel Brooks,Dom DeLuise,Madeline Kahn,Harvey Korman,tt0082517
2932,11000000,Adventure,http://www.foxsearchlight.com/thesecretlifeofbees/,12837,woman director,en,The Secret Life of Bees,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",7.645979,Fox Searchlight Pictures,United States of America,2008,38105395,114,English,Released,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",The Secret Life of Bees,7.4,158,Gina Prince-Bythewood,Queen Latifah,Jennifer Hudson,Sophie Okonedo,tt0416212
2933,11000000,Action|Comedy|Crime,,17708,,en,Corky Romano,"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",3.495758,Robert Simonds Productions,United States of America,2001,23978402,86,English,Released,Undercover and Out The Way!,Corky Romano,4.1,54,Rob Pritts,Vinessa Shaw,Peter Falk,Peter Berg,tt0250310
2934,12000000,Drama|Horror|Thriller|Crime,,13937,,en,Raising Cain,"When neighborhood kids begin vanishing, Jenny suspects her child psychologist husband, Carter, may be resuming the deranged experiments his father performed on Carter when he was young. Now, it falls to Jenny to unravel the mystery. And as more children disappear, she fears for her own child's safety.",7.558959,Universal Pictures,United States of America,1992,37170057,91,English,Released,Demented. Deranged. Deceptive. De Palma.,Raising Cain,5.9,65,Brian De Palma,Lolita Davidovich,Steven Bauer,Frances Sternhagen,tt0105217
2935,11,Drama|Action,,28932,,en,F.I.S.T.,Johnny Kovak joins the Teamsters trade-union in a local chapter in the 1930s and works his way up in the organization. As he climbs higher and higher his methods become more ruthless and finally senator Madison starts a campaign to find the truth about the alleged connections with the Mob.,3.375208,United Artists,United States of America,1978,11,145,English,Released,,F.I.S.T.,6.4,29,Norman Jewison,Rod Steiger,Peter Boyle,Melinda Dillon,tt0077531
2936,12000000,Science Fiction,,31909,remake|alien invasion,en,Invaders from Mars,"In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other townspeople. With the aid of the school nurse the boy enlists the aid of the U.S. Marines.",4.234269,Cannon Pictures,United States of America,1986,4884663,100,English,Released,Their conquest has already begun... He know they're here.,Invaders from Mars,5.5,57,Tobe Hooper,Hunter Carson,Timothy Bottoms,Laraine Newman,tt0091276
2937,11000000,Drama|Romance,http://www.foxsearchlight.com/brooklyn/,167073,love triangle|based on novel|homesick|vororte|ship|commune|marriage|working class|ireland|brooklyn new york city|journey|1950s,en,Brooklyn,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",39.337949,Wildgaze Films,Canada,2015,62076141,111,English,Released,"Two countries, two loves, one heart",Brooklyn,7.2,1213,John Crowley,Domhnall Gleeson,Emory Cohen,Jim Broadbent,tt2381111
2938,11000000,Drama|Romance|War,,3175,castle|british army|epic|debt|ireland|nobility,en,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",29.543331,Hawk Films,United Kingdom,1975,20000000,184,Deutsch,Released,At long last Redmond Barry became a gentleman - and that was his tragedy.,Barry Lyndon,7.7,505,Stanley Kubrick,Marisa Berenson,Hardy Krüger,Diana Körner,tt0072684
2939,24000000,Comedy,,14369,manager|alcohol|race|mountain|car|airplane|father|sport|prank|alaska|male female relationship|drug humor,en,Out Cold,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",4.12064,Spyglass Entertainment,United States of America,2001,14782676,89,English,Released,"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,5.8,53,Brendan Malloy,Lee Majors,Zach Galifianakis,Victoria Silvstedt,tt0253798
2940,24000000,Comedy,,16888,female nudity|tattoo|radio,en,The Ladies Man,"Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?",2.259537,SNL Studios,United States of America,2000,13700000,84,English,Released,He's cool. He's clean. He's a love machine.,The Ladies Man,5.7,34,Reginald Hudlin,Karyn Parsons,Billy Dee Williams,John Witherspoon,tt0213790
2941,11000000,Drama|Comedy|Romance,,121826,musician|concert|retired,en,Quartet,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",7.722021,BBC Films,United Kingdom,2012,59520298,98,English,Released,Four Friends Looking For A Little Harmony,Quartet,6.3,139,Dustin Hoffman,Tom Courtenay,Billy Connolly,Pauline Collins,tt1441951
2942,11000000,Comedy|Romance,,10646,stag night|group of friends,en,Tomcats,"College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!",7.063053,Columbia Pictures,United States of America,2001,23430766,95,English,Released,The Last Man Standing Gets The Kitty.,Tomcats,4.9,74,Gregory Poirier,Shannon Elizabeth,Jake Busey,Horatio Sanz,tt0246989
2943,11000000,Drama|Thriller|Crime,,12149,angel|sheriff|loss of mother|1970s|texas|dream|grave|ax|insanity|murder|mechanic|vision|serial kiler|penalty|demon|fbi agent|flashback,en,Frailty,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",16.003958,Cinerenta Medienbeteiligungs KG,Germany,2001,13110448,100,English,Released,No Soul Is Safe.,Frailty,7,334,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,tt0264616
2944,11000000,Drama,http://womaningoldmovie.com/,304357,nazi|based on true story|art|stolen painting,en,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",21.204929,BBC Films,United Kingdom,2015,61619773,120,English,Released,Justice is priceless.,Woman in Gold,7.3,440,Simon Curtis,Ryan Reynolds,Tatiana Maslany,Katie Holmes,tt2404425
2945,0,Drama,,11184,free love|sex|sexuality|indiana|professor|research|interview|biography|marriage|homosexuality|morality|student|education,en,Kinsey,"Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.",6.799314,Fox Searchlight Pictures,Germany,2004,0,118,English,Released,Let's talk about sex,Kinsey,6.6,131,Bill Condon,Laura Linney,Chris O'Donnell,Peter Sarsgaard,tt0362269
2946,11000000,Fantasy|Horror|Comedy,,766,prophecy|witch|swordplay|supermarket|castle|chain saw|skeleton|hell|time travel|undead|knight|zombie|middle age|good and bad|necronomicon|doppelganger,en,Army of Darkness,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",33.758281,Universal Pictures,United States of America,1992,0,81,English,Released,Trapped in time. Surrounded by evil. Low on gas.,Army of Darkness,7.3,838,Sam Raimi,Embeth Davidtz,Marcus Gilbert,Ian Abercrombie,tt0106308
2947,14000000,Comedy|Romance,,20009,male nudity|drug abuse|job interview|fall|comedy|troll|cheating wife|backpack,en,Slackers,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",9.371811,Sony Pictures,Canada,2002,6413915,86,English,Released,When all else fails... cheat.,Slackers,5.4,60,Dewey Nicks,Devon Sawa,Jason Schwartzman,Jaime King,tt0240900
2948,11000000,Romance|Drama,,1587,brother brother relationship|mentally disabled|widow|dysfunctional family|independent film,en,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",33.282794,Paramount Pictures,United States of America,1993,30000000,118,English,Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,919,Lasse Hallström,Leonardo DiCaprio,Juliette Lewis,Darlene Cates,tt0108550
2949,10000000,Drama|History,,30973,miracle|jesus christ|bible|christian|god,en,The Visual Bible: The Gospel of John,A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.,3.208172,Gospel of John Ltd.,Canada,2003,4069090,125,English,Released,For God loved the world So much...,The Visual Bible: The Gospel of John,8.2,12,Philip Saville,Henry Ian Cusick,Stuart Bunce,Daniel Kash,tt0377992
2950,11000000,Crime|Drama,,11109,england|mother role|women's prison|police|neighbor|pregnant|female protagonist|miscarriage|1950s,en,Vera Drake,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.,4.131918,Ingenious Film Partners,United Kingdom,2004,0,125,English,Released,Wife. Mother. Criminal.,Vera Drake,6.8,80,Mike Leigh,Sally Hawkins,Richard Graham,Eddie Marsan,tt0383694
2951,0,Comedy|Romance,,9027,sex|indian lead|new love|porn actor|guru|wedding|sex comedy|woman director,en,The Guru,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.",4.093288,Universal Pictures,France,2002,0,91,English,Released,"When he talks, women listen.",The Guru,5.1,75,Daisy von Scherler Mayer,Heather Graham,Marisa Tomei,Michael McKean,tt0280720
2952,11000000,Comedy|Drama|Romance,,63020,immigrant|independent film|woman director,en,The Perez Family,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",1.187671,"Samuel Goldwyn Company, The",United States of America,1995,2832826,113,English,Released,"On the way to finding a family, she found love.",The Perez Family,6.6,9,Mira Nair,Alfred Molina,Anjelica Huston,Chazz Palminteri,tt0114113
2953,11000000,Drama|Music,http://www.cbsfilms.com/inside-llewyn-davis/,86829,performer|new york city|book|1960s,en,Inside Llewyn Davis,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future following the suicide of his singing partner.",36.319205,StudioCanal,United States of America,2013,32935319,105,English,Released,,Inside Llewyn Davis,7.2,834,Joel Coen,Carey Mulligan,Justin Timberlake,Jerry Grayson,tt2042568
2954,0,Drama|Romance|Thriller,,11065,sex|jealousy|girlfriend|high school|high school sports|friend|drug|xenophobia,en,O,"Hot young stars, a hip, driving soundtrack, plus a provocative tale of jealousy and betrayal combine to create this controversial modern-day version of Shakespeare's classic, ""Othello."" O is Odin James (Mekhi Phifer), the school's star basketball player and future NBA hopeful. Even though he's the only black student at the elite Palmetto Grove Academy...",4.146752,FilmEngine,United States of America,2001,16017403,95,English,Released,Trust. Seduction. Betrayal.,O,5.8,75,Tim Blake Nelson,Josh Hartnett,Andrew Keegan,Julia Stiles,tt0184791
2955,11000000,Drama|Adventure|Romance,,13888,island|teenager|deserted island|tropical island,en,Return to the Blue Lagoon,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",9.705589,Columbia Pictures Corporation,Fiji,1991,2807854,98,English,Released,"Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,5.1,153,William A. Graham,Brian Krause,Lisa Pelikan,Courtney Barilla,tt0102782
2956,11000000,Drama|History,,42345,pennsylvania|miner|coal mine|coal mine,en,The Molly Maguires,"Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?",1.396985,Paramount Pictures,United States of America,1970,2200000,124,English,Released,,The Molly Maguires,5.9,16,Martin Ritt,Samantha Eggar,Richard Harris,Frank Finlay,tt0066090
2957,0,Comedy|Music|Romance,,13994,infidelity|lover|working class|new york city,en,Romance & Cigarettes,"Down-and-dirty musical love story set in the world of the working class. Nick is an ironworker who builds and repairs bridges. He's married to Kitty, a dressmaker, a strong and gentle woman with whom he has three daughters. He is carrying on a torrid affair with a redheaded woman named Tula. Nick is basically a good, hardworking man driven forward by will and blinded by his urges.",4.056774,United Artists,United States of America,2005,2945242,105,English,Released,,Romance & Cigarettes,6,33,John Turturro,Susan Sarandon,Kate Winslet,Steve Buscemi,tt0368222
2958,11000000,Drama,,1590,woman director,en,Copying Beethoven,"A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world.",5.062687,Sidney Kimmel Entertainment,Germany,2006,0,104,Deutsch,Released,,Copying Beethoven,6.2,42,Agnieszka Holland,Diane Kruger,Matthew Goode,Phyllida Law,tt0424908
2959,0,Drama|Thriller|Crime,http://brightonrockmovie.com/,62728,waitress|scream|gang war|nightmare|prayer|revenge|gang|violence|book,en,Brighton Rock,"Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish.",3.122152,BBC Films,United Kingdom,2010,0,111,English,Released,Love. Murder. Revenge.,Brighton Rock,5.6,35,Rowan Joffe,Helen Mirren,John Hurt,Sam Riley,tt1233192
2960,10800000,Horror|Thriller|Crime,,11917,blood splatter|serial kiler|nazi,en,Saw V,"Detective Hoffman is seemingly the last person alive to carry on the Jigsaw legacy. But when his secret is threatened, he must go on the hunt to eliminate all the loose ends.",32.943848,Lionsgate,United States of America,2008,113857533,92,English,Released,You Won't Believe How It Ends,Saw V,5.9,820,David Hackl,Costas Mandylor,Scott Patterson,Betsy Russell,tt1132626
2961,0,Drama|Action|Thriller|Crime|Foreign,,45138,mobster,it,Gli intoccabili,"After serving 12 years behind bars for armed robbery, tough guy Hank McCain finds himself the pawn of a ruthless mob runt's rebellion against a high level don. When McCain discovers that he's been betrayed and abandoned by his new employer, he retaliates with a high stakes Las Vegas casino heist that erupts into all-out war on the streets of Los Angeles, San Francisco and New York. Not blood, nor lust, nor wedding vows can come between McCain and his money...or his machine gun.",0.700127,Euro International Film (EIA),Italy,1969,0,116,English,Released,Even the Mafia Calls Him Mister!,Machine Gun McCain,7.3,6,Giuliano Montaldo,Britt Ekland,Peter Falk,Gabriele Ferzetti,tt0065895
2962,11000000,Drama|Comedy|Romance,,80271,coming of age|mother daughter relationship|teen movie|teenager|based on film|woman director,en,LOL,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",31.763201,Double Feature Films,United States of America,2012,0,97,English,Released,"You can change your status, but not your heart.",LOL,5.9,881,Lisa Azuelos,Demi Moore,Douglas Booth,Ashley Greene,tt1592873
2963,0,Crime|Drama|Mystery|Thriller,http://www.sonyclassics.com/jindabyne/,4657,small town|fish|male friendship|australia|marriage crisis|marriage|friendship|murder|aborigine|aborigine,en,Jindabyne,"Stewart Kane, an Irishman living in the Australian town of Jindabyne, is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river. Rather than return to the town immediately, they continue fishing and report their gruesome find days later. The story of a murder and a marriage - a film about the things that haunt us.",8.950864,Australian Film Finance Corporation (AFFC),Australia,2006,0,123,English,Released,Under the surface of every life lies a mystery,Jindabyne,5.7,25,Ray Lawrence,Gabriel Byrne,Deborra-Lee Furness,John Howard,tt0382765
2964,7400000,Drama|Romance,,14395,adultery|extramarital affair,hi,कभी अलविदा ना कहना,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",3.246903,Yash Raj Films,India,2006,17000000,193,English,Released,A Love.... That Broke All Relationships,Kabhi Alvida Naa Kehna,6.1,42,Karan Johar,Rani Mukerji,Preity Zinta,Abhishek Bachchan,tt0449999
2965,14000000,Drama|Comedy|Romance,,24137,,en,An Ideal Husband,"Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.",4.519523,Miramax Films,United Kingdom,1999,18535191,97,English,Released,He just doesn't know it yet.,An Ideal Husband,6.3,46,Oliver Parker,Minnie Driver,Rupert Everett,Julianne Moore,tt0122541
2966,0,Science Fiction|Thriller|Horror,,190847,mars|science fiction|zombie,en,The Last Days on Mars,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claims all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice and near certain death. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",18.764453,Qwerty Films,Ireland,2013,0,98,English,Released,The search for life is about to end.,The Last Days on Mars,5.2,302,Ruairi Robinson,Romola Garai,Elias Koteas,Olivia Williams,tt1709143
2967,0,Horror,http://www.miramax.com/movie/darkness,11056,loss of child|solar eclipse|haunted house|family|mental illness,en,Darkness,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",6.340135,Vía Digital,Spain,2002,0,102,English,Released,A house. A past. A secret. Will you dare enter?,Darkness,5.6,112,Jaume Balagueró,Lena Olin,Iain Glen,Giancarlo Giannini,tt0273517
2968,10500000,Science Fiction|Mystery|Adventure,,62,moon|artificial intelligence|man vs machine|technology|super computer|human being|space travel|space mission|astronaut|evolution|space station,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",86.201184,Stanley Kubrick Productions,United States of America,1968,68700000,149,English,Released,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998,Stanley Kubrick,Gary Lockwood,William Sylvester,Douglas Rain,tt0062622
2969,10500000,Science Fiction|Adventure|Family|Fantasy,http://www.et20.com/,601,farewell|homesick|nasa|extraterrestrial technology|secret agent|space marine|loss of father|hiding place|flying saucer|prosecution|halloween|single,en,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",56.105798,Universal Pictures,United States of America,1982,792910554,115,English,Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269,Steven Spielberg,Drew Barrymore,Robert MacNaughton,Dee Wallace,tt0083866
2970,10000000,Romance|Comedy|Drama,http://www.warnerbros.com/land-women,13067,infidelity|party|love|cancer|neighbor|writer|teenager|illness|flashback|actress,en,In the Land of Women,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",12.792446,Castle Rock Entertainment,United States of America,2007,17500000,97,English,Released,Get ready to fall,In the Land of Women,5.8,160,Jon Kasdan,Kristen Stewart,Adam Brody,JoBeth Williams,tt0419843
2971,0,Adventure|Drama|Family,,25379,rain|woman director,en,The Blue Butterfly,"Based on a true story, The Blue Butterfly tells the story of a terminally ill 10-year-old boy whose dream is to catch the most beautiful butterfly on Earth, the mythic and elusive Blue Morpho. His mother persuades a renowned entomologist to take them on a trip to the jungle to search for the butterfly, leading to an adventure that will transform their lives",1.985552,Palpable Productions,Canada,2004,0,97,English,Released,,The Blue Butterfly,6.8,6,Léa Pool,Pascale Bussières,William Hurt,Raoul Max Trujillo,tt0313300
2972,10500000,Drama|Comedy,,88641,,en,There Goes My Baby,A group of high school seniors meets in the summer of 1965 and all struggle with the choices they have to make.,0.037073,Nelson Entertainment,United States of America,1994,123509,99,English,Released,,There Goes My Baby,8.5,2,Floyd Mutrux,Ricky Schroder,Kelli Williams,Noah Wyle,tt0108320
2973,0,Drama|Comedy|Romance|Foreign,http://housefull.erosentertainment.com/,58051,,hi,Housefull,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships.",0.12082,,India,2010,0,135,हिन्दी,Released,"He found the girl of his dreams, he fell in love and he got married... to all three.",Housefull,5.2,29,Sajid Khan,Ritesh Deshmukh,Deepika Padukone,Lara Dutta,tt1573072
2974,11000000,Drama|Action|History|Western|Romance,,14877,,en,September Dawn,"A story set against the Mountain Meadows Massacre, the film is based upon the tragedy which occurred in Utah in 1857. A group of settlers, traveling on wagons, was murdered by the native Mormons. All together, about 140 souls of men, women and children, were taken.",3.646848,September Dawn,Canada,2007,0,110,English,Released,,September Dawn,5,16,Christopher Cain,Tamara Hope,Trent Ford,Lolita Davidovich,tt0473700
2975,12000000,History|Drama,http://www.cristiadafilm.com/,96399,duringcreditsstinger,en,For Greater Glory - The True Story of Cristiada,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",5.759545,Dos Corazones,Mexico,2012,9622846,145,Español,Released,The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,6.4,35,Dean Wright,Andy García,Oscar Isaac,Peter O'Toole,tt1566501
2976,11000000,Comedy|Drama|Music,,304410,music|coming of age|teenage girl|singing|family,fr,La Famille Bélier,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.",25.302978,France 2 Cinéma,France,2014,0,105,Français,Released,,The Bélier Family,7,766,Eric Lartigau,Karin Viard,François Damiens,Eric Elmosnino,tt3547740
2977,10000000,Drama,http://www.miramax.com/movie/good-will-hunting,489,baseball|boston|professor|harvard university|ambition|mathematics|genius|love|friend|janitor|psychologist|universe|courtroom|flashback|prodigy,en,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.734886,Miramax Films,Canada,1997,225933435,126,English,Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811,Gus Van Sant,Matt Damon,Ben Affleck,Stellan Skarsgård,tt0119217
2978,11000000,Drama|Thriller,,373314,,en,Misconduct,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",10.016909,Lionsgate,United States of America,2016,0,106,English,Released,Ambition can be deadly,Misconduct,5.3,149,Shintaro Shimosawa,Alice Eve,Malin Åkerman,Lee Byung-hun,tt3658772
2979,10000000,Horror|Thriller|Crime,,214,brain tumor|nudity,en,Saw III,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",33.124871,Lions Gate Films,United States of America,2006,163876815,108,English,Released,Suffering? You Haven't Seen Anything Yet...,Saw III,6.1,1071,Darren Lynn Bousman,Shawnee Smith,Angus Macfadyen,Bahar Soomekh,tt0489270
